"October 6, 2021 at 06:56AM",Rewilding your attention,"Instead of crowding your attention with what’s already going viral on the intertubes, focus on the weird stuff. Hunt down the idiosyncratic posts and videos that people are publishing, oftentimes to tiny and niche audiences. It’s decidedly unviral culture — but it’s more likely to plant in your mind the seed of a rare, new idea.

I love the idea of “rewilding your attention”. It puts a name on something I’ve been trying to do for a while now: To stop clicking on the stuff big-tech algorithms push at me.",https://uxdesign.cc/rewilding-your-attention-d518ede18855
"October 6, 2021 at 06:57AM",Rewilding your attention,"intellectual monocropping. You open your algorithmic feed and see rows and rows of neatly planted corn, and nothing else.",https://uxdesign.cc/rewilding-your-attention-d518ede18855
"October 6, 2021 at 07:01AM","As Massachusetts envisions a fossil fuel-free future, gas companies are quietly investing billions in pipelines - The Boston Globe","Amid a public outcry, the legislation easily passed — helped along by the fact that the program cost taxpayers and the gas companies nothing. Rather, it allowed the gas companies — which make most of their money not from the gas they sell but from the fees they charge for piping it to people’s homes — to pass on the costs to customers via a surcharge on their gas bills.",https://www.bostonglobe.com/2021/10/03/science/massachusetts-envisions-fossil-fuel-free-future-gas-companies-are-quietly-investing-billions-pipelines/
"October 6, 2021 at 07:02AM","As Massachusetts envisions a fossil fuel-free future, gas companies are quietly investing billions in pipelines - The Boston Globe","One possible solution, he said, would be an opt-out program that allowed whole communities to forgo natural gas and let pipe networks in their area be shut down.",https://www.bostonglobe.com/2021/10/03/science/massachusetts-envisions-fossil-fuel-free-future-gas-companies-are-quietly-investing-billions-pipelines/
"October 6, 2021 at 07:12AM",An overabundance of music NFT platforms — and scams - Water & Music,"But the problem with this approach in crypto specifically is that many celebrities seem to be treating music NFTs as an influencer marketing opportunity, not as a tech innovation opportunity.

More often than not, celebrities just want to make their quick buck for supporting a desperate startup and increase the wealth of themselves and their own brands, rather than invest long-term in a new community and technology that may very well destabilize their careers by reinventing our whole understanding of fame, celebrity and success in the process. This short-termism then negatively impacts how the tech platforms themselves build their product and prioritize growth, leading to a lower-quality experience and higher churn rates for the end users.",https://www.waterandmusic.com/an-overabundance-of-music-nft-platforms-and-scams/
"October 11, 2021 at 06:58AM",Return the National Parks to the Tribes,"When the roughly 200 men of the Mariposa Battalion marched into Yosemite, armed with rifles, they did not find the Miwok eager for battle. While the Miwok hid, the militiamen sought to starve them into submission by burning their food stores, souring the valley’s air with the smell of scorched acorns.",https://www.theatlantic.com/magazine/archive/2021/05/return-the-national-parks-to-the-tribes/618395/
"October 11, 2021 at 07:01AM",Return the National Parks to the Tribes,The idea of a virgin American wilderness—an Eden untouched by humans and devoid of sin—is an illusion.,https://www.theatlantic.com/magazine/archive/2021/05/return-the-national-parks-to-the-tribes/618395/
"October 11, 2021 at 07:02AM",Return the National Parks to the Tribes,"The national parks are sometimes called “America’s best idea,” and there is much to recommend them. They are indeed awesome places, worthy of reverence and preservation, as Native Americans like me would be the first to tell you. But all of them were founded on land that was once ours, and many were created only after we were removed, forcibly, sometimes by an invading army and other times following a treaty we’d signed under duress",https://www.theatlantic.com/magazine/archive/2021/05/return-the-national-parks-to-the-tribes/618395/
"October 11, 2021 at 07:02AM",Return the National Parks to the Tribes,"The American story of “the Indian” is one of staggering loss. Some estimates put the original Indigenous population of what would become the contiguous United States between 5 million and 15 million at the time of first contact. By 1890, around the time America began creating national parks in earnest, roughly 250,000 Native people were still alive. In 1491, Native people controlled all of the 2.4 billion acres that would become the United States. Now we control about 56 million acres, or roughly 2 percent.",https://www.theatlantic.com/magazine/archive/2021/05/return-the-national-parks-to-the-tribes/618395/
"October 11, 2021 at 07:03AM",Return the National Parks to the Tribes,"For Native Americans, there can be no better remedy for the theft of land than land. And for us, no lands are as spiritually significant as the national parks. They should be returned to us. Indians should tend—and protect and preserve—these favored gardens again.",https://www.theatlantic.com/magazine/archive/2021/05/return-the-national-parks-to-the-tribes/618395/
